,Sentence #,Word,POS,Tag
0,Sentence: 1,1,NUM,O
1,Sentence: 1,),PUNCT,O
2,Sentence: 1,назначение,NOUN,O
3,Sentence: 1,ответственного,ADJ,O
4,Sentence: 1,за,ADP,O
5,Sentence: 1,организацию,NOUN,O
6,Sentence: 1,обработки,NOUN,O
7,Sentence: 1,персональных,ADJ,O
8,Sentence: 1,данных,NOUN,O
9,Sentence: 1,".,",PUNCT,O
10,Sentence: 2,2,NUM,O
11,Sentence: 2,),PUNCT,O
12,Sentence: 2,издание,NOUN,O
13,Sentence: 2,документов,NOUN,O
14,Sentence: 2,",",PUNCT,O
15,Sentence: 2,определяющих,VERB,O
16,Sentence: 2,политику,NOUN,O
17,Sentence: 2,в,ADP,O
18,Sentence: 2,отношении,NOUN,O
19,Sentence: 2,обработки,NOUN,O
20,Sentence: 2,персональных,ADJ,O
21,Sentence: 2,данных,NOUN,O
22,Sentence: 2,",",PUNCT,O
23,Sentence: 2,локальных,ADJ,O
24,Sentence: 2,актов,NOUN,O
25,Sentence: 2,по,ADP,O
26,Sentence: 2,вопросам,NOUN,O
27,Sentence: 2,обработки,NOUN,O
28,Sentence: 2,персональных,ADJ,O
29,Sentence: 2,данных,NOUN,O
30,Sentence: 2,",",PUNCT,O
31,Sentence: 2,а,CCONJ,O
32,Sentence: 2,также,ADV,O
33,Sentence: 2,локальных,ADJ,O
34,Sentence: 2,актов,NOUN,O
35,Sentence: 2,",",PUNCT,O
36,Sentence: 2,устанавливающих,VERB,O
37,Sentence: 2,процедуры,NOUN,O
38,Sentence: 2,",",PUNCT,O
39,Sentence: 2,направленные,VERB,O
40,Sentence: 2,на,ADP,O
41,Sentence: 2,предотвращение,NOUN,O
42,Sentence: 2,и,CCONJ,O
43,Sentence: 2,выявление,NOUN,O
44,Sentence: 2,нарушений,NOUN,O
45,Sentence: 2,законодательства,NOUN,O
46,Sentence: 2,Российской,ADJ,O
47,Sentence: 2,Федерации,PROPN,O
48,Sentence: 2,",",PUNCT,O
49,Sentence: 2,устранение,NOUN,O
50,Sentence: 2,последствий,NOUN,O
51,Sentence: 2,таких,DET,O
52,Sentence: 2,нарушений,NOUN,O
53,Sentence: 2,".,",PUNCT,O
54,Sentence: 3,5,NUM,O
